"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Simponi","Golimumab","INJECTABLE; INJECTION","125289","CENTOCOR ORTHO BIOTECH INC","09/24/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125289s146lbl.pdf#page=38"
"Simponi Aria","Golimumab","INJECTABLE; INJECTION","125433","JANSSEN BIOTECH","02/01/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125433s032lbl.pdf#page=34"
"Sinequan","Doxepin Hydrochloride","CAPSULE;ORAL","016798","PFIZER","07/14/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089129.pdf"
"Singulair","Montelukast Sodium","TABLET;ORAL","020829","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s076,021409s052lbl.pdf#page=25"
"Singulair","Montelukast Sodium","TABLET, CHEWABLE;ORAL","020830","MSD MERCK CO","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"Singulair","Montelukast Sodium","GRANULE;ORAL","021409","MERCK","02/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020829s074,020830s0760,021409s052lbl.pdf#page=25"
"Sirturo","Bedaquiline Fumarate","TABLET;ORAL","204384","JANSSEN THERAP","12/09/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204384s016lbl.pdf#page=28"
"Skyrizi","Risankizumab-Rzaa","INJECTABLE;INJECTION","761105","ABBVIE INC","09/23/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761105s018lbl.pdf#page=30"
"Skyrizi","Risankizumab-Rzaa","INJECTABLE;SUBCUTANEOUS","761262","ABBVIE INC","09/23/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761262s001lbl.pdf#page=30"
"Sodium Oxybate","Sodium Oxybate","SOLUTION;ORAL","202090","HIKMA","01/03/2022","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/202090lbl.pdf#page=18"
"Solaraze","Diclofenac Sodium","GEL;TOPICAL","021005","FOUGERA PHARMS","04/28/2021","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501655.pdf"
"Solaraze","Diclofenac Sodium","GEL;TOPICAL","021005","FOUGERA PHARMS","11/14/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021005s024lbl.pdf#page=22"
"Soliqua 100/33","Insulin Glargine; Lixisenatide","SOLUTION;SUBCUTANEOUS","208673","SANOFI-AVENTIS US","06/10/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208673s012lbl.pdf#page=29"
"Soliris","Eculizumab","INJECTABLE; IV (INFUSION)","125166","ALEXION PHARM","11/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125166s431lbl.pdf#page=40"
"Soltamox","Tamoxifen Citrate","SOLUTION;ORAL","021807","MAYNE PHARMA INC","04/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021807s006lbl.pdf#page=36"
"Sonata","Zaleplon","CAPSULE;ORAL","020859","PFIZER","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020859s016lbl.pdf#page=21"
"Soriatane","Acitretin","CAPSULE;ORAL","019821","STIEFEL LABS INC","09/27/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/019821s018mg.pdf"
"Sotret","Isotretinoin","CAPSULE;ORAL","076041","SUN PHARM INDS LTD","04/12/2012","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/Sotret.pdf"
"Sotyktu","Deucravacitinib","TABLET;ORAL","214958","BRISTOL MYERS SQUIBB","09/09/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214958s000lbl.pdf#page=19"
"Spevigo","Spesolimab-Sbzo","INJECTABLE;INTRAVENOUS","761244","Boehringer Ingelheim Pharmaceuticals, Inc","09/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761244s000lbl.pdf#page=11"
"Spravato","Esketamine Hydrochloride","SPRAY;NASAL","211243","JANSSEN PHARMS","01/03/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211243s004lbl.pdf#page=42"
"Spritam","Levetiracetam","TABLET, FOR SUSPENSION;ORAL","207958","APRECIA PHARMS","01/19/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/207958s019lbl.pdf#page=36"
"Sprix","Ketorolac Tromethamine","SPRAY, METERED;NASAL","022382","ZYLA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022382s021lbl.pdf#page=22"
"Stavzor","Valproic Acid","CAPSULE, DELAYED RELEASE;ORAL","022152","BIONPHARMA INC","11/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022152s009lbl.pdf#page=42"
"Steglatro","Ertugliflozin","TABLET;ORAL","209803","MERCK SHARP DOHME","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209803s006lbl.pdf#page=25"
"Steglujan","Ertugliflozin; Sitagliptin Phosphate","TABLET;ORAL","209805","MERCK SHARP DOHME","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/209805s012lbl.pdf#page=31"
"Stelara","Ustekinumab","INJECTABLE;INJECTION","761044","JANSSEN BIOTECH","07/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761044s010lbl.pdf#page=37"
"Stelara","Ustekinumab","INJECTABLE; INJECTION","125261","CENTOCOR ORTHO BIOTECH INC","07/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125261s161lbl.pdf#page=37"
"Strattera","Atomoxetine Hydrochloride","CAPSULE;ORAL","021411","LILLY","01/06/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/021411s050lbl.pdf#page=20"
"Striverdi Respimat","Olodaterol Hydrochloride","SPRAY, METERED;INHALATION","203108","BOEHRINGER INGELHEIM","05/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/striverdi respimatMedGuide2016.pdf"
"Sublocade","Buprenorphine","SOLUTION, EXTENDED RELEASE;SUBCUTANEOUS","209819","INDIVIOR INC","09/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/209819s018lbl.pdf#page=45"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","020733","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020733s031s032lbl.pdf#page=32"
"Suboxone","Buprenorphine Hydrochloride; Naloxone Hydrochloride","FILM;BUCCAL, SUBLINGUAL","022410","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022410s046s047lbl.pdf#page=35"
"Subsys","Fentanyl","SPRAY;SUBLINGUAL","202788","BTCP PHARMA","12/03/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/202788s023lbl.pdf#page=40"
"Subutex","Buprenorphine Hydrochloride","TABLET;SUBLINGUAL","020732","INDIVIOR INC","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020732s027s028lbl.pdf#page=29"
"Suclear","Magnesium Sulfate; Polyethylene Glycol 3350; Potassium Chloride; Potassium Sulfate; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate","SOLUTION;ORAL","203595","BRAINTREE LABS","08/15/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/203595s000lbl.pdf#page=13"
"Sunosi","Solriamfetol Hydrochloride","TABLET;ORAL","211230","JAZZ","03/20/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211230_Orig1Orig2s000lbl.pdf#page=23"
"Supprelin LA","Histrelin Acetate","IMPLANT;SUBCUTANEOUS","022058","ENDO PHARM","04/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022058s017lbl.pdf#page=20"
"Suprep Bowel Prep Kit","Magnesium Sulfate; Potassium Sulfate; Sodium Sulfate","SOLUTION;ORAL","022372","BRAINTREE LABS","08/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022372s013lbl.pdf#page=13"
"Surmontil","Trimipramine Maleate","CAPSULE;ORAL","016792","ODYSSEY PHARMS","09/30/2014","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/016792s037lbl.pdf#page=12"
"Sustol","Granisetron","INJECTION, EXTENDED RELEASE;SUBCUTANEOUS","022445","HERON THERAPS INC","08/09/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM524796.pdf"
"Sutab","Magnesium Sulfate; Potassium Chloride; Sodium Sulfate","TABLET;ORAL","213135","BRAINTREE LABS","02/01/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213135s003lbl.pdf#page=15"
"Sutent","Sunitinib Malate","CAPSULE;ORAL","021938","CPPI CV","08/30/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021938s039lbledt.pdf#page=34"
"Sylatron","Peginterferon Alfa-2b","VIAL","103949","SCHERING","12/21/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf#page=13"
"Symbyax","Fluoxetine Hydrochloride; Olanzapine","CAPSULE;ORAL","021520","LILLY","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021520s054lbl.pdf#page=42"
"Symlin","Pramlintide Acetate","INJECTABLE;SUBCUTANEOUS","021332","ASTRAZENECA AB","12/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089141.pdf"
"Sympazan","Clobazam","FILM;ORAL","210833","AQUESTIVE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/210833s004lbl.pdf#page=26"
"Symproic","Naldemedine Tosylate","TABLET;ORAL","208854","BDSI","01/24/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208854s002lbl.pdf#page=13"
"Synalgos-DC","Aspirin; Caffeine; Dihydrocodeine Bitartrate","CAPSULE;ORAL","011483","SUN PHARM INDUSTRIES","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/011483s034lbl.pdf#page=28"
"Synarel","Nafarelin Acetate","SPRAY, METERED;NASAL","019886","PFIZER","01/31/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/019886s039lbl.pdf#page=28"
"Synjardy","Empagliflozin; METformin Hydrochloride","TABLET;ORAL","206111","BOEHRINGER INGELHEIM","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/206111s036lbl.pdf#page=35"
"Synjardy XR","Empagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208658","BOEHRINGER INGELHEIM","10/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208658s023lbl.pdf#page=36"
"Synribo","Omacetaxine Mepesuccinate","POWDER;SUBCUTANEOUS","203585","TEVA PHARMS INTL","05/12/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/203585Orig1s008lbl.pdf#page=18"
"Tafinlar","Dabrafenib Mesylate","CAPSULE;ORAL","202806","NOVARTIS","06/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/202806s022lbl.pdf#page=40"
"Taltz","Ixekizumab","INJECTABLE;INJECTION","125521","ELI LILLY AND CO","07/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125521s024lbl.pdf#page=21"
"Tanzeum","Albiglutide","INJECTABLE;INJECTION","125431","GLAXOSMITHKLINE LLC","12/20/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125431s019lbl.pdf#page=36"
"Targiniq","Naloxone Hydrochloride; Oxycodone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205777","PURDUE PHARMA LP","09/18/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/205777s010s011lbl.pdf#page=47"
"Tasigna","Nilotinib Hydrochloride","CAPSULE;ORAL","022068","NOVARTIS","09/23/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/022068s035s036lbl.pdf#page=36"
"Tavneos","Avacopan","CAPSULE;ORAL","214487","CHEMOCENTRYX","10/07/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/214487s000lbl.pdf#page=17"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","213400","EPIZYME INC","06/18/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213400s000lbl.pdf#page=17"
"Tazverik","Tazemetostat Hydrobromide","TABLET;ORAL","211723","EPIZYME INC","01/23/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/211723s000lbl.pdf#page=14"
"Tecentriq","Atezolizumab","INJECTABLE;INJECTION","761034","GENENTECH INC","12/02/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761034s050lbl.pdf#page=57"
"Tecentriq","Atezolizumab","INJECTABLE; INJECTION","761041","GENENTECH INC","10/18/2016","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/761041s000lbl.pdf#page=22"
"Technivie","Ombitasvir; Paritaprevir; Ritonavir","TABLET;ORAL","207931","ABBVIE INC","12/06/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207931s013lbl.pdf#page=39"
"Tegretol","Carbamazepine","SUSPENSION;ORAL","018927","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol","Carbamazepine","TABLET, CHEWABLE;ORAL","018281","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol","Carbamazepine","TABLET;ORAL","016608","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegretol-XR","Carbamazepine","TABLET, EXTENDED RELEASE;ORAL","020234","NOVARTIS","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016608s115_018281_s058_018927s055_020234_s047.pdf#page=19"
"Tegsedi","Inotersen Sodium","SOLUTION;SUBCUTANEOUS","211172","AKCEA THERAPS","06/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211172s010lbl.pdf#page=28"
"Testim","Testosterone","GEL;TRANSDERMAL","021454","AUXILIUM PHARMS LLC","08/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021454s030s031lbl.pdf#page=21"
"Testosterone","Testosterone","GEL;TRANSDERMAL","202763","ANI PHARMS","10/25/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202763s000mg.pdf"
"Testosterone Cypionate Injection","Testosterone Cypionate","INJECTABLE;INTRAMUSCULAR","216318","SLAYBACK PHARMA LLC","06/02/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216318s000lbl.pdf#page=14"
"Thalomid","Thalidomide","CAPSULE;ORAL","020785","CELGENE","08/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020785s068lbl.pdf#page=23"
"Tibsovo","Ivosidenib","TABLET;ORAL","211192","SERVIER","05/25/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211192s009lbl.pdf#page=34"
"Tikosyn","Dofetilide","CAPSULE;ORAL","020931","PFIZER","08/08/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020931s017lbl.pdf#page=27"
"Tivdak","Tisotumab Vedotin-Tftv","INJECTABLE;INJECTION","761208","SEAGEN","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761208Orig1s000lbledt.pdf#page=21"
"Tivorbex","Indomethacin","CAPSULE;ORAL","204768","GENUS","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204768s008lbl.pdf#page=25"
"Tofranil","Imipramine Hydrochloride","TABLET;ORAL","087846","SPECGX LLC","06/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
"Tofranil-Pm","Imipramine Pamoate","CAPSULE;ORAL","017090","SPECGX LLC","07/28/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM326090.pdf"
"Tolectin","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin 600","Tolmetin Sodium","TABLET;ORAL","017628","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Tolectin DS","Tolmetin Sodium","CAPSULE;ORAL","018084","ORTHO MCNEIL JANSSEN","01/22/2008","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm089162.pdf"
"Topamax","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","01/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020505s062,020844s053lbl.pdf#page=54"
"Topamax","Topiramate","TABLET;ORAL","020505","JANSSEN PHARMS","01/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020505s062,020844s053lbl.pdf#page=54"
"Topamax Sprinkle","Topiramate","CAPSULE;ORAL","020844","JANSSEN PHARMS","01/13/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/020505s062,020844s053lbl.pdf#page=54"
"Toradol","Ketorolac Tromethamine","TABLET;ORAL","019645","ROCHE PALO","03/26/2013","https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/019645s019lbl.pdf#page=23"
"Tracleer","Bosentan","TABLET;ORAL","021290","ACTELION","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"Tracleer","Bosentan","TABLET, FOR SUSPENSION;ORAL","209279","ACTELION","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021290s039,209279s005lbl.pdf#page=30"
"Tradjenta","Linagliptin","TABLET;ORAL","201280","BOEHRINGER INGELHEIM","04/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201280s025lbl.pdf#page=16"
"Transderm Scop","Scopolamine","SYSTEM;TRANSDERMAL","017874","BAXTER HLTHCARE CORP","03/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017874s043s044lbl.pdf#page=20"
"Tranxene","Clorazepate Dipotassium","CAPSULE;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Tranxene","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Tranxene SD","Clorazepate Dipotassium","TABLET;ORAL","017105","RECORDATI RARE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/017105s085lbl.pdf#page=14"
"Trazodone Hydrochloride","Trazodone Hydrochloride","TABLET;ORAL","071196","APOTEX INC","04/20/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/071196s062lbl.pdf#page=3"
"Trelegy Ellipta","Fluticasone Furoate; Umeclidinium Bromide; Vilanterol Trifenatate","POWDER;INHALATION","209482","GLAXOSMITHKLINE","09/09/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209482s000lbl.pdf#page=33"
"Tremfya","Guselkumab","INJECTABLE;INJECTION","761061","JANSSEN BIOTECH","07/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761061s009lbl.pdf#page=15"
"Treximet","Naproxen Sodium; Sumatriptan Succinate","TABLET;ORAL","021926","CURRAX","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021926s017s018lbl.pdf#page=32"
"Tridione","Trimethadione","SOLUTION;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","CAPSULE;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Tridione","Trimethadione","TABLET;ORAL","005856","ABBVIE","06/07/2016","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM308402.pdf"
"Trijardy XR","Empagliflozin; Linagliptin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","212614","BOEHRINGER INGELHEIM","06/11/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/212614s008s010lbl.pdf#page=42"
"Trileptal","Oxcarbazepine","SUSPENSION;ORAL","021285","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"Trileptal","Oxcarbazepine","TABLET;ORAL","021014","NOVARTIS","01/04/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021014s042,021285s035lbl.pdf#page=26"
"Trintellix","Vortioxetine Hydrobromide","TABLET;ORAL","204447","TAKEDA PHARMS USA","09/20/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204447s024lbl.pdf#page=33"
"Triptodur Kit","Triptorelin Pamoate","FOR SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","208956","ARBOR PHARMS LLC","04/22/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208956s010lbl.pdf#page=12"
"Triumeq","Abacavir Sulfate; Dolutegravir Sodium; LAmivudine","TABLET;ORAL","205551","VIIV HLTHCARE","10/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205551s029,215413s001lbl.pdf#page=53"
"Triumeq Pd","Abacavir Sulfate; Dolutegravir Sodium; LAmivudine","SUSPENSION;ORAL","215413","VIIV HLTHCARE","10/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205551s029,215413s001lbl.pdf#page=53"
"Trizivir","Abacavir Sulfate; LAmivudine; Zidovudine","TABLET;ORAL","021205","VIIV HLTHCARE","02/17/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021205s038lbl.pdf#page=34"
"Trokendi XR","Topiramate","CAPSULE, EXTENDED RELEASE;ORAL","201635","SUPERNUS PHARMS","10/07/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201635s030lbl.pdf#page=52"
"Troxyca ER","Naltrexone Hydrochloride; Oxycodone Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","207621","PFIZER","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207621s004lbl.pdf#page=32"
"Trudhesa","Dihydroergotamine Mesylate","SPRAY, METERED;NASAL","213436","IMPEL NEUROPHARMA","09/02/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213436s000lbl.pdf#page=22"
"Trulance","Plecanatide","TABLET;ORAL","208745","SALIX","04/13/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208745s011lbl.pdf#page=15"
"Trulicity","Dulaglutide","INJECTABLE;INJECTION","125469","ELI LILLY AND CO","11/17/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125469s051lbl.pdf#page=16"
"Truvada","Emtricitabine; Tenofovir Disoproxil Fumarate","TABLET;ORAL","021752","GILEAD","06/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/021752s061lbl.pdf#page=35"
"Truxima","Rituximab-Abbs","INJECTABLE;INJECTION","761088","CELLTRION INC","02/04/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761088s018lbl.pdf#page=49"
"Turalio","Pexidartinib Hydrochloride","CAPSULE;ORAL","211810","DAIICHI SANKYO INC","10/14/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211810s009lbl.pdf#page=20"
"Tussionex Pennkinetic","Chlorpheniramine Polistirex; Hydrocodone Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","019111","UCB INC","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/019111s022lbl.pdf#page=25"
"Tuxarin ER","Chlorpheniramine Maleate; Codeine Phosphate","TABLET, EXTENDED RELEASE;ORAL","206323","MAINPOINTE","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206323s006lbl.pdf#page=28"
"Tuzistra XR","Chlorpheniramine Polistirex; Codeine Polistirex","SUSPENSION, EXTENDED RELEASE;ORAL","207768","AYTU","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207768s007lbl.pdf#page=27"
"Tymlos","Abaloparatide","SOLUTION;SUBCUTANEOUS","208743","RADIUS HEALTH INC","12/22/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/208743s009lbl.pdf#page=18"
"Tysabri","Natalizumab","VIAL; SINGLE-USE","125104","BIOGEN IDEC","12/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125104s973s975lbl.pdf#page=32"
"Tyzeka","Telbivudine","SOLUTION;ORAL","022154","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Tyzeka","Telbivudine","TABLET;ORAL","022011","NOVARTIS","12/27/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022011s022,022154s019lbl.pdf#page=19"
"Ukoniq","Umbralisib Tosylate","TABLET;ORAL","213176","TG THERAPS","02/05/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213176s000lbl.pdf#page=19"
"Uloric","Febuxostat","TABLET;ORAL","021856","TAKEDA PHARMS USA","02/21/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021856s013lbl.pdf#page=19"
"Ultomiris","Ravulizumab-Cwvz","INJECTABLE;INJECTION","761108","ALEXION PHARM","04/27/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761108s023lbl.pdf#page=41"
"Ultracet","Acetaminophen; Tramadol Hydrochloride","TABLET;ORAL","021123","JANSSEN PHARMS","09/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/021123s021lbl.pdf#page=46"
"Ultram","Tramadol Hydrochloride","TABLET;ORAL","020281","JANSSEN PHARMS","09/10/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020281s049lbl.pdf#page=43"
"Ultram ER","Tramadol Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","021692","VALEANT PHARMS","08/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021692s015lbl.pdf#page=36"
"Uplizna","Inebilizumab-Cdon","INJECTABLE;INJECTION","761142","VIELA BIO","06/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761142s000lbl.pdf#page=17"
"Valchlor","Mechlorethamine Hydrochloride","GEL;TOPICAL","202317","HELSINN","05/01/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/202317s009lbl.pdf#page=10"
"Valium","Diazepam","TABLET;ORAL","013263","ROCHE","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/013263s097lbl.pdf#page=15"
"Valtoco","Diazepam","SPRAY;NASAL","211635","NEURELIS INC","01/13/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/211635s008lbl.pdf#page=24"
"Vantrela ER","Hydrocodone Bitartrate","TABLET, EXTENDED RELEASE;ORAL","207975","TEVA BRANDED PHARM","05/26/2017","http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207975s000lbl.pdf#page=39"
"Venbysi XR","Venlafaxine Besylate","TABLET, EXTENDED RELEASE; ORAL","215429","ALMATICA","06/29/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215429s000lbl.pdf#page=31"
